strain	taxonomyId	accession	isRef	level	chromosomeCount	length	scaffoldCount	scaffoldN50	scaffoldL50	coverage	gcPercent	annotationStatus	pairedAccession	species	speciesTaxonomyId	lineageTaxonomyIds	taxonomicGroup	taxonomicLevelDomain	taxonomicLevelRealm	taxonomicLevelKingdom	taxonomicLevelPhylum	taxonomicLevelClass	taxonomicLevelOrder	taxonomicLevelFamily	taxonomicLevelGenus	taxonomicLevelSpecies	taxonomicLevelStrain	ucscBrowser	genBank	refSeq	geneModelUrl
	2074759	GCA_001430935.1	True	Scaffold		30376016	3075.0	217754.0	40.0	50.0x	49.5			Amauroascus verrucosus	2074759	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,33184,37236,2074759	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus	Amauroascus verrucosus		https://genome.ucsc.edu/h/GCA_001430935.1	GCA_001430935.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/430/935/GCA_001430935.1/genes/GCA_001430935.1_ASM143093v1.augustus.gtf.gz
	264361	GCA_001430955.1	True	Scaffold		32335957	2724.0	173791.0	47.0	50.0x	53.0			Chrysosporium queenslandicum	264361	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,33184,40411,264361	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	Chrysosporium queenslandicum		https://genome.ucsc.edu/h/GCA_001430955.1	GCA_001430955.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/430/955/GCA_001430955.1/genes/GCA_001430955.1_ASM143095v1.augustus.gtf.gz
	166112	GCA_001430925.1	True	Scaffold		27454949	4851.0	103459.0	67.0	50.0x	48.5			Byssoonygena ceratinophila	166112	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,33184,166111,166112	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Byssoonygena	Byssoonygena ceratinophila		https://genome.ucsc.edu/h/GCA_001430925.1	GCA_001430925.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/430/925/GCA_001430925.1/genes/GCA_001430925.1_ASM143092v1.augustus.gtf.gz
	89421	GCA_001430945.1	True	Scaffold		36718296	3481.0	98932.0	86.0	50.0x	50.0			Amauroascus niger	89421	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,33184,37236,89421	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus	Amauroascus niger		https://genome.ucsc.edu/h/GCA_001430945.1	GCA_001430945.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/430/945/GCA_001430945.1/genes/GCA_001430945.1_ASM143094v1.augustus.gtf.gz
GB1	1081671	GCA_002087915.1	True	Contig		3095385				199.0x	40.0			Enterospora canceri	1081671	1,131567,2759,33154,4751,112252,6029,6032,27970,1081670,1081671	Microsporidia	Eukaryota		Fungi	Microsporidia			Enterocytozoonidae	Enterospora	Enterospora canceri		https://genome.ucsc.edu/h/GCA_002087915.1	GCA_002087915.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/002/087/915/GCA_002087915.1/genes/GCA_002087915.1_ASM208791v1.augustus.gtf.gz
	32600	GCA_000826365.1	True	Scaffold		79544075	24098.0	22637.0	952.0		51.0			Acanthamoeba royreba	32600	1,131567,2759,554915,555280,1485168,555407,33677,5754,32600	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba royreba		https://genome.ucsc.edu/h/GCA_000826365.1	GCA_000826365.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/826/365/GCA_000826365.1/genes/GCA_000826365.1_Acanthamoeba_royreba.augustus.gtf.gz
SISKIN1	707206	GCA_001625125.1	True	Scaffold		23203015	2982.0	17240.0	379.0	35.0x	25.5			Haemoproteus tartakovskyi	707206	1,131567,2759,2698737,33630,5794,422676,5819,1639121,77521,707206	Apicomplexa	Eukaryota			Apicomplexa	Aconoidasida	Haemosporida	Haemoproteidae	Haemoproteus	Haemoproteus tartakovskyi		https://genome.ucsc.edu/h/GCA_001625125.1	GCA_001625125.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/625/125/GCA_001625125.1/genes/GCA_001625125.1_ASM162512v1.augustus.gtf.gz
	43142	GCA_000826265.1	True	Scaffold		55543795	72411.0	16470.0	797.0		50.0			Acanthamoeba culbertsoni	43142	1,131567,2759,554915,555280,1485168,555407,33677,5754,43142	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba culbertsoni		https://genome.ucsc.edu/h/GCA_000826265.1	GCA_000826265.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/826/265/GCA_000826265.1/genes/GCA_000826265.1_Acanthamoeba_culbertsoni_genome_assembly.augustus.gtf.gz
	65661	GCA_000826305.1	True	Scaffold		75318243	26188.0	9058.0	1921.0		58.5			Acanthamoeba healyi	65661	1,131567,2759,554915,555280,1485168,555407,33677,5754,65661	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba healyi		https://genome.ucsc.edu/h/GCA_000826305.1	GCA_000826305.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/826/305/GCA_000826305.1/genes/GCA_000826305.1_Acanthamoeba_healyi.augustus.gtf.gz
RO10H11247	27349	GCA_001263375.1	True	Scaffold		99534058	15715.0	19078.0	1530.0	85.0x	43.0			Puccinia sorghi	27349	1,131567,2759,33154,4751,451864,5204,29000,162484,5258,5262,5296,27349	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia sorghi		https://genome.ucsc.edu/h/GCA_001263375.1	GCA_001263375.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/263/375/GCA_001263375.1/genes/GCA_001263375.1_ASM126337v1.augustus.gtf.gz
	211522	GCA_000826445.1	True	Scaffold		83589038	60490.0	4515.0	5350.0		59.0			Acanthamoeba quina	211522	1,131567,2759,554915,555280,1485168,555407,33677,5754,211522	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba quina		https://genome.ucsc.edu/h/GCA_000826445.1	GCA_000826445.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/826/445/GCA_000826445.1/genes/GCA_000826445.1_Acanthamoeba_quina.augustus.gtf.gz
	196912	GCA_000826465.1	True	Scaffold		106836370	67233.0	3760.0	7906.0		58.5			Acanthamoeba mauritaniensis	196912	1,131567,2759,554915,555280,1485168,555407,33677,5754,196912	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba mauritaniensis		https://genome.ucsc.edu/h/GCA_000826465.1	GCA_000826465.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/826/465/GCA_000826465.1/genes/GCA_000826465.1_Acanthamoeba_mauritaniensis.augustus.gtf.gz
	32599	GCA_000826385.1	True	Scaffold		75821316	62836.0	4435.0	3691.0		58.0			Acanthamoeba rhysodes	32599	1,131567,2759,554915,555280,1485168,555407,33677,5754,32599	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba rhysodes		https://genome.ucsc.edu/h/GCA_000826385.1	GCA_000826385.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/826/385/GCA_000826385.1/genes/GCA_000826385.1_Acanthamoeba_rhysodes.augustus.gtf.gz
	61605	GCA_000826425.1	True	Scaffold		99417109	67459.0	3407.0	8551.0		59.0			Acanthamoeba lugdunensis	61605	1,131567,2759,554915,555280,1485168,555407,33677,5754,61605	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba lugdunensis		https://genome.ucsc.edu/h/GCA_000826425.1	GCA_000826425.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/826/425/GCA_000826425.1/genes/GCA_000826425.1_Acanthamoeba_lugdunensis.augustus.gtf.gz
	65662	GCA_000826505.1	True	Scaffold		115614128	224137.0	2067.0	13959.0		59.0			Acanthamoeba pearcei	65662	1,131567,2759,554915,555280,1485168,555407,33677,5754,65662	Amoebozoa	Eukaryota			Discosea		Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba pearcei		https://genome.ucsc.edu/h/GCA_000826505.1	GCA_000826505.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/826/505/GCA_000826505.1/genes/GCA_000826505.1_Acanthamoeba_pearcei.augustus.gtf.gz
QM6a	431241	GCA_002006585.1	False	Complete Genome	7.0	34922528	7.0	5311445.0	3.0	81.4x	51.0			Trichoderma reesei	51453	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,5129,5543,51453,431241	Ascomycota	Eukaryota		Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma reesei	Trichoderma reesei QM6a	https://genome.ucsc.edu/h/GCA_002006585.1	GCA_002006585.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/002/006/585/GCA_002006585.1/genes/GCA_002006585.1_ASM200658v1.augustus.gtf.gz
CBS 7855	5208	GCA_001720245.2	False	Complete Genome	8.0	16328170	8.0	2236658.0	4.0	130.0x	45.0			Cryptococcus depauperatus	5208	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,1884633,5206,5208	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus depauperatus		https://genome.ucsc.edu/h/GCA_001720245.2	GCA_001720245.2		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/720/245/GCA_001720245.2/genes/GCA_001720245.2_ASM172024v2.augustus.gtf.gz
KN99	178876	GCA_002216725.1	False	Chromosome	14.0	18889724	14.0	1422463.0	6.0	1140.0x	48.0			Cryptococcus neoformans	5207	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,1884633,5206,1897064,5207,178876	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans		https://genome.ucsc.edu/h/GCA_002216725.1	GCA_002216725.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/002/216/725/GCA_002216725.1/genes/GCA_002216725.1_ASM221672v1.augustus.gtf.gz
1980	665079	GCA_001857865.1	False	Chromosome	16.0	38906597	16.0	2434682.0	7.0	36.0x	41.5			Sclerotinia sclerotiorum	5180	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5178,28983,5179,5180,665079	Ascomycota	Eukaryota		Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Sclerotinia	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum 1980 UF-70	https://genome.ucsc.edu/h/GCA_001857865.1	GCA_001857865.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/857/865/GCA_001857865.1/genes/GCA_001857865.1_ASM185786v1.augustus.gtf.gz
XL280	1396488	GCA_002216205.1	False	Chromosome	14.0	19049915	37.0	1076535.0	7.0	160.0x	48.5			Cryptococcus neoformans	5207	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,1884633,5206,1897064,5207,40410,1396488	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus neoformans	Cryptococcus neoformans var. neoformans XL280	https://genome.ucsc.edu/h/GCA_002216205.1	GCA_002216205.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/002/216/205/GCA_002216205.1/genes/GCA_002216205.1_ASM221620v1.augustus.gtf.gz
DSY562	5478	GCA_002219185.1	False	Chromosome	13.0	12709102	18.0	1178610.0	5.0	261.0x	39.0			Nakaseomyces glabratus	5478	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,374468,5478	Ascomycota	Eukaryota		Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces glabratus		https://genome.ucsc.edu/h/GCA_002219185.1	GCA_002219185.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/002/219/185/GCA_002219185.1/genes/GCA_002219185.1_ASM221918v1.augustus.gtf.gz
BHU 1220	5661	GCA_000470725.1	False	Chromosome	36.0	32414853	36.0	1024085.0	11.0	275.0x	59.5			Leishmania donovani	5661	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,1286322,5658,38568,38574,5661	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania donovani		https://genome.ucsc.edu/h/GCA_000470725.1	GCA_000470725.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/470/725/GCA_000470725.1/genes/GCA_000470725.1_BHU1220.augustus.gtf.gz
CBS 569	1296119	GCA_000507425.3	False	Scaffold		25253281	242.0	174698.0	45.0	18.0x	52.0			Kwoniella heveanensis	89924	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,1884633,490731,89924,1296119	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Kwoniella	Kwoniella heveanensis	Kwoniella heveanensis CBS 569	https://genome.ucsc.edu/h/GCA_000507425.3	GCA_000507425.3		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/507/425/GCA_000507425.3/genes/GCA_000507425.3_Cryp_heve_CBS569_V2.augustus.gtf.gz
UAMH 3008	1247875	GCA_001008285.1	False	Scaffold		30697411	1734.0	94951.0	104.0	163.0x	45.0			Emmonsia crescens	73230	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,33183,299071,73229,73230,1247875	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsia	Emmonsia crescens	Emmonsia crescens UAMH 3008	https://genome.ucsc.edu/h/GCA_001008285.1	GCA_001008285.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/008/285/GCA_001008285.1/genes/GCA_001008285.1_ASM100828v1.augustus.gtf.gz
RH	383379	GCA_001593265.1	False	Scaffold		69349265	441.0	2839191.0	10.0	102.0x	52.5			Toxoplasma gondii	5811	1,131567,2759,2698737,33630,5794,1280412,5796,75739,423054,5809,5810,5811,383379	Apicomplexa	Eukaryota			Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	Toxoplasma gondii RH	https://genome.ucsc.edu/h/GCA_001593265.1	GCA_001593265.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/593/265/GCA_001593265.1/genes/GCA_001593265.1_ToxRH1.0.augustus.gtf.gz
233423	5518	GCA_000966635.1	False	Scaffold		36490312	869.0	168045.0	65.0	86.0x	48.5			Fusarium graminearum	5518	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,569360,5518	Ascomycota	Eukaryota		Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium graminearum		https://genome.ucsc.edu/h/GCA_000966635.1	GCA_000966635.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/966/635/GCA_000966635.1/genes/GCA_000966635.1_Fus_gra_233423_v1.augustus.gtf.gz
Dm28c	1416333	GCA_000496795.1	False	Contig		27347664				63.0x	50.5			Trypanosoma cruzi	5693	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,5690,47570,5693,1416333	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi	Trypanosoma cruzi Dm28c	https://genome.ucsc.edu/h/GCA_000496795.1	GCA_000496795.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/496/795/GCA_000496795.1/genes/GCA_000496795.1_T.cruzi.Dm28c_v01.augustus.gtf.gz
Dm28c	85057	GCA_002219105.2	False	Contig		50928259				150.0x	51.5			Trypanosoma cruzi	5693	1,131567,2759,2611352,33682,5653,2704647,2704949,5654,5690,47570,5693,85057	Kinetoplastea	Eukaryota			Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma cruzi		https://genome.ucsc.edu/h/GCA_002219105.2	GCA_002219105.2		https://hgdownload.soe.ucsc.edu/hubs/GCA/002/219/105/GCA_002219105.2/genes/GCA_002219105.2_TcruziDm28cPB1.augustus.gtf.gz
DH	5741	GCA_000498715.1	False	Contig		10703894				124.0x	49.0			Giardia intestinalis	5741	1,131567,2759,2611341,207245,5738,5739,68459,5740,5741	Metamonada	Eukaryota			Fornicata		Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis		https://genome.ucsc.edu/h/GCA_000498715.1	GCA_000498715.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/498/715/GCA_000498715.1/genes/GCA_000498715.1_ASM49871v1.augustus.gtf.gz
GS	5741	GCA_000498735.1	False	Contig		12009633				53.0x	48.0			Giardia intestinalis	5741	1,131567,2759,2611341,207245,5738,5739,68459,5740,5741	Metamonada	Eukaryota			Fornicata		Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis		https://genome.ucsc.edu/h/GCA_000498735.1	GCA_000498735.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/498/735/GCA_000498735.1/genes/GCA_000498735.1_ASM49873v1.augustus.gtf.gz
PC15	1137138	GCA_000697685.1	False	Scaffold		34342730	12.0	3270165.0	5.0	8.7x	51.0			Pleurotus ostreatus	5322	1,131567,2759,33154,4751,451864,5204,5302,155619,452333,5338,2983527,104366,5320,5322,1137138	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus	Pleurotus ostreatus PC15	https://genome.ucsc.edu/h/GCA_000697685.1	GCA_000697685.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/697/685/GCA_000697685.1/genes/GCA_000697685.1_PleosPC15_2.augustus.gtf.gz
AS175	941442	GCA_001493575.1	False	Contig		10521665				40.0x	49.0			Giardia intestinalis	5741	1,131567,2759,2611341,207245,5738,5739,68459,5740,5741,941442	Metamonada	Eukaryota			Fornicata		Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis		https://genome.ucsc.edu/h/GCA_001493575.1	GCA_001493575.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/493/575/GCA_001493575.1/genes/GCA_001493575.1_GIAS175.augustus.gtf.gz
BAH15c1	1394984	GCA_001543975.1	False	Scaffold		10396494	508.0	52012.0	67.0	9.0x	47.0			Giardia intestinalis	5741	1,131567,2759,2611341,207245,5738,5739,68459,5740,5741,1394984	Metamonada	Eukaryota			Fornicata		Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis		https://genome.ucsc.edu/h/GCA_001543975.1	GCA_001543975.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/543/975/GCA_001543975.1/genes/GCA_001543975.1_G_duodenalis_AssB_BAH15c1.augustus.gtf.gz
JCM 9410	63577	GCA_001599035.1	False	Scaffold		37316984	23.0	5619901.0	3.0	168.0x	49.0			Trichoderma atroviride	63577	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,5129,5543,63577	Ascomycota	Eukaryota		Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma atroviride		https://genome.ucsc.edu/h/GCA_001599035.1	GCA_001599035.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/599/035/GCA_001599035.1/genes/GCA_001599035.1_JCM_9410_assembly_v001.augustus.gtf.gz
d1	27334	GCA_000769735.1	False	Contig		32065046				605.0x	47.5			Penicillium expansum	27334	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5073,27334	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium expansum		https://genome.ucsc.edu/h/GCA_000769735.1	GCA_000769735.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/769/735/GCA_000769735.1/genes/GCA_000769735.1_ASM76973v1.augustus.gtf.gz
A1	588596	GCA_001593125.1	False	Scaffold		125353551	11196.0	51491.0	680.0	75.0x	27.0			Rhizophagus irregularis	588596	1,131567,2759,33154,4751,112252,1913637,214504,214506,36750,36751,1129544,588596	Mucoromycota	Eukaryota		Fungi	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus irregularis		https://genome.ucsc.edu/h/GCA_001593125.1	GCA_001593125.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/593/125/GCA_001593125.1/genes/GCA_001593125.1_ASM159312v1.augustus.gtf.gz
GZAAS20.1005	573508	GCA_001717485.1	False	Scaffold		28454192	68.0	2316641.0	4.0	100.0x	49.5			Aspergillus cristatus	573508	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720874,573508	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus cristatus		https://genome.ucsc.edu/h/GCA_001717485.1	GCA_001717485.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/717/485/GCA_001717485.1/genes/GCA_001717485.1_ASM171748v1.augustus.gtf.gz
ATCC 52814	86635	GCA_002083745.1	False	Scaffold		24950816	560.0	105542.0	71.0	142.8x	37.5			Rhizopus microsporus	58291	1,131567,2759,33154,4751,112252,1913637,451507,2212703,4827,1344963,1344955,4842,58291,86635	Mucoromycota	Eukaryota		Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus microsporus		https://genome.ucsc.edu/h/GCA_002083745.1	GCA_002083745.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/002/083/745/GCA_002083745.1/genes/GCA_002083745.1_Rhimi_ATCC52814_1.augustus.gtf.gz
SINENSIS	74873	GCA_000472065.2	False	Scaffold		375763635	10448.0	579086.0	173.0	86.0x	44.0			Anopheles sinensis	74873	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44482,58247,58250,59131,74873	Arthropoda	Eukaryota		Metazoa	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	Anopheles sinensis		https://genome.ucsc.edu/h/GCA_000472065.2	GCA_000472065.2		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/472/065/GCA_000472065.2/genes/GCA_000472065.2_Anop_sine_SINENSIS_V1.augustus.gtf.gz
CBS 134.48	767770	GCA_001890745.1	False	Scaffold		35146149	33.0	2949984.0	5.0	155.5x	49.0			Aspergillus tubingensis	5068	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720871,5068,767770	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus tubingensis	Aspergillus tubingensis CBS 134.48	https://genome.ucsc.edu/h/GCA_001890745.1	GCA_001890745.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/890/745/GCA_001890745.1/genes/GCA_001890745.1_Asptu1.augustus.gtf.gz
CBS 106.47	1137211	GCA_001890685.1	False	Scaffold		37452972	100.0	2197438.0	6.0	65.7x	49.0			Aspergillus luchuensis	1069201	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5052,2720871,1069201,1137211	Ascomycota	Eukaryota		Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus luchuensis	Aspergillus luchuensis CBS 106.47	https://genome.ucsc.edu/h/GCA_001890685.1	GCA_001890685.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/890/685/GCA_001890685.1/genes/GCA_001890685.1_Aspfo1.augustus.gtf.gz
NT-10	1296108	GCA_000935105.1	False	Scaffold		18032565	226.0	283233.0	22.0	92.0x	48.0			Cryptococcus gattii	37769	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,1884633,5206,1884637,37769,1296108	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii	Cryptococcus gattii NT-10	https://genome.ucsc.edu/h/GCA_000935105.1	GCA_000935105.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/935/105/GCA_000935105.1/genes/GCA_000935105.1_Cryp_gatt_NT-10_V1.augustus.gtf.gz
EJB2	1296103	GCA_000835745.1	False	Scaffold		17671044	282.0	225095.0	25.0	52.0x	48.0			Cryptococcus gattii	37769	1,131567,2759,33154,4751,451864,5204,5302,155616,5234,1884633,5206,1884637,37769,1296103	Basidiomycota	Eukaryota		Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus gattii	Cryptococcus gattii EJB2	https://genome.ucsc.edu/h/GCA_000835745.1	GCA_000835745.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/000/835/745/GCA_000835745.1/genes/GCA_000835745.1_Cryp_gatt_EJB2_V1.augustus.gtf.gz
AWRI3580	29833	GCA_001747055.1	False	Scaffold		8807786	18.0	1289090.0	3.0	60.0x	32.0			Hanseniaspora uvarum	29833	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,3243779,34365,29832,29833	Ascomycota	Eukaryota		Fungi	Ascomycota	Saccharomycetes	Saccharomycodales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora uvarum		https://genome.ucsc.edu/h/GCA_001747055.1	GCA_001747055.1		https://hgdownload.soe.ucsc.edu/hubs/GCA/001/747/055/GCA_001747055.1/genes/GCA_001747055.1_ASM174705v1.augustus.gtf.gz
