Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser	geneModelUrl
Blastomyces gilchristii SLH14081	INSDC	GCA_000003855.2	yes	0	100	0	Blastomyces gilchristii	SLH14081	FungiDB	559298	GCF_000003855.2_BD_SLH14081_V1	GCA_000003855.2	GCF_000003855.2	True	Blastomyces gilchristii SLH14081	ascomycetes B.gilchristii (SLH14081 2009 refseq)	https://genome.ucsc.edu/h/GCF_000003855.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/003/855/GCA_000003855.2/genes/GCA_000003855.2_BD_SLH14081_V1.augustus.gtf.gz
Trichophyton rubrum CBS 118892	INSDC	GCA_000151425.1	yes	0	35	0	Trichophyton rubrum	CBS 118892	FungiDB	559305	GCF_000151425.1_ASM15142v1	GCA_000151425.1	GCF_000151425.1	True	Trichophyton rubrum CBS 118892	ascomycetes T.rubrum CBS 118892	https://genome.ucsc.edu/h/GCF_000151425.1	
Hyaloperonospora arabidopsidis Emoy2	GenBank	GCA_000173235.2	yes	0	3044	0	Hyaloperonospora arabidopsidis	Emoy2	FungiDB	559515	GCA_000173235.2_HyaAraEmoy2_2.0	GCA_000173235.2		False	Hyaloperonospora arabidopsidis Emoy2	downy mildews (Emoy2 2012)	https://genome.ucsc.edu/h/GCA_000173235.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/173/235/GCA_000173235.2/genes/GCA_000173235.2_HyaAraEmoy2_2.0.augustus.gtf.gz
Trichophyton equinum CBS 127.97	INSDC	GCA_000151175.1	yes	0	123	0	Trichophyton equinum	CBS 127.97	FungiDB	559882	GCA_000151175.1_ASM15117v1	GCA_000151175.1		False	Trichophyton equinum CBS 127.97	ascomycetes T.equinum (CBS 127.97 2008)	https://genome.ucsc.edu/h/GCA_000151175.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/151/175/GCA_000151175.1/genes/GCA_000151175.1_ASM15117v1.augustus.gtf.gz
Neospora caninum Liverpool	GenBank	GCA_000208865.2	yes	52	0	14	Neospora caninum	Liverpool	ToxoDB	572307	GCF_000208865.1_ASM20886v2	GCA_000208865.2	GCF_000208865.1	True	Neospora caninum Liverpool	apicomplexans N.caninum (Liverpool 2011)	https://genome.ucsc.edu/h/GCF_000208865.1	
Plasmodium falciparum Dd2	GenBank	GCA_900632045.1	no	0	0	14	Plasmodium falciparum	Dd2	PlasmoDB	5833	GCA_900632045.1_PfDd2-3	GCA_900632045.1		False	Plasmodium falciparum	malaria parasite P. falciparum (2018)	https://genome.ucsc.edu/h/GCA_900632045.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/900/632/045/GCA_900632045.1/genes/GCA_900632045.1_PfDd2-3.augustus.gtf.gz
Thermothelomyces thermophilus ATCC 42464	INSDC	GCA_000226095.1	yes	0	0	7	Thermothelomyces thermophilus	ATCC 42464	FungiDB	573729	GCF_000226095.1_ASM22609v1	GCA_000226095.1	GCF_000226095.1	True	Thermothelomyces thermophilus ATCC 42464	ascomycetes T.thermophilus ATCC 42464	https://genome.ucsc.edu/h/GCF_000226095.1	
Candida dubliniensis CD36	INSDC	GCA_000026945.1	yes	0	0	8	Candida dubliniensis	CD36	FungiDB	573826	GCF_000026945.1_ASM2694v1	GCA_000026945.1	GCF_000026945.1	True	Candida dubliniensis CD36	budding yeast C.dubliniensis CD36	https://genome.ucsc.edu/h/GCF_000026945.1	
Candida parapsilosis CDC317	GenBank	GCA_000182765.2	yes	0	0	8	Candida parapsilosis	CDC317	FungiDB	5480	GCF_000182765.1_ASM18276v2	GCA_000182765.2	GCF_000182765.1	False	Candida parapsilosis	budding yeast C.parapsilosis	https://genome.ucsc.edu/h/GCF_000182765.1	
Tremella mesenterica DSM 1558	GenBank	GCA_000271645.1	yes	0	45	0	Tremella mesenterica	DSM 1558	FungiDB	578456	GCF_000271645.1_Treme1	GCA_000271645.1	GCF_000271645.1	True	Tremella mesenterica DSM 1558	witches' butter	https://genome.ucsc.edu/h/GCF_000271645.1	
Schizophyllum commune H4-8	INSDC	GCA_000143185.2	yes	0	25	0	Schizophyllum commune	H4-8	FungiDB	578458	GCF_000143185.2_Schco3	GCA_000143185.2	GCF_000143185.2	True	Schizophyllum commune H4-8	basidiomycetes S.commune (v2 H4-8 2022)	https://genome.ucsc.edu/h/GCF_000143185.2	
Nosema ceranae BRL01	GenBank	GCA_000182985.1	yes	5465	0	0	Nosema ceranae	BRL01	MicrosporidiaDB	578460	GCF_000182985.1_ASM18298v1	GCA_000182985.1	GCF_000182985.1	True	Nosema ceranae BRL01	microsporidians N.ceranae (BRL01 2009)	https://genome.ucsc.edu/h/GCF_000182985.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/182/985/GCA_000182985.1/genes/GCA_000182985.1_ASM18298v1.augustus.gtf.gz
Nosema bombycis CQ1	GenBank	GCA_000383075.1	yes	0	1607	0	Nosema bombycis	CQ1	MicrosporidiaDB	578461	GCA_000383075.1_NosBomCQ1_v1.0	GCA_000383075.1		False	Nosema bombycis CQ1	microsporidians N.bombycis (CQ1 2013)	https://genome.ucsc.edu/h/GCA_000383075.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/383/075/GCA_000383075.1/genes/GCA_000383075.1_NosBomCQ1_v1.0.augustus.gtf.gz
Allomyces macrogynus ATCC 38327	GenBank	GCA_000151295.1	yes	0	101	0	Allomyces macrogynus	ATCC 38327	FungiDB	578462	GCA_000151295.1_A_macrogynus_V3	GCA_000151295.1		False	Allomyces macrogynus ATCC 38327	blastocladiomycotan A.macrogynus (ATCC 38327 2010)	https://genome.ucsc.edu/h/GCA_000151295.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/151/295/GCA_000151295.1/genes/GCA_000151295.1_A_macrogynus_V3.augustus.gtf.gz
Plasmodium berghei ANKA	GenBank	GCA_900002375.2	yes	5	0	14	Plasmodium berghei	ANKA	PlasmoDB	5823	GCF_900002375.2_GCA_900002375	GCA_900002375.2	GCF_900002375.2	False	Plasmodium berghei ANKA	apicomplexans P.berghei (ANKA 2019)	https://genome.ucsc.edu/h/GCF_900002375.2	
Plasmodium falciparum NF54	INSDC	GCA_009761475.1	no	0	28	0	Plasmodium falciparum	NF54	PlasmoDB	5833	GCA_009761475.1_NF54_v1	GCA_009761475.1		False	Plasmodium falciparum	malaria parasite P. falciparum (NF54 2019)	https://genome.ucsc.edu/h/GCA_009761475.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/009/761/475/GCA_009761475.1/genes/GCA_009761475.1_NF54_v1.augustus.gtf.gz
Plasmodium knowlesi strain H	GenBank	GCA_000006355.3	yes	148	0	14	Plasmodium knowlesi	strain H	PlasmoDB	5851	GCF_000006355.2_GCA_000006355.2	GCA_000006355.3	GCF_000006355.2	False	Plasmodium knowlesi strain H	apicomplexans P.knowlesi strain (H 2020)	https://genome.ucsc.edu/h/GCF_000006355.2	
Giardia Assemblage B isolate GS	GenBank	GCA_000182405.1	no	2931	0	0	Giardia Assemblage B	isolate GS	GiardiaDB	598745	GCA_000182405.1_ASM18240v1	GCA_000182405.1		False	Giardia intestinalis ATCC 50581	diplomonads (GS/M clone H7 2009)	https://genome.ucsc.edu/h/GCA_000182405.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/182/405/GCA_000182405.1/genes/GCA_000182405.1_ASM18240v1.augustus.gtf.gz
Aspergillus carbonarius ITEM 5010	GenBank	GCA_001990825.1	yes	0	829	0	Aspergillus carbonarius	ITEM 5010	FungiDB	602072	GCA_001990825.1_Aspca3	GCA_001990825.1		False	Aspergillus carbonarius ITEM 5010	ascomycetes A.carbonaris (ITEM 5010 2017)	https://genome.ucsc.edu/h/GCA_001990825.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/990/825/GCA_001990825.1/genes/GCA_001990825.1_Aspca3.augustus.gtf.gz
Puccinia triticina 1-1 BBBD Race 1	GenBank	GCA_000151525.2	yes	14818	0	0	Puccinia triticina	1-1 BBBD Race 1	FungiDB	630390	GCA_000151525.2_P_triticina_1_1_V2	GCA_000151525.2		False	Puccinia triticina 1-1 BBBD Race 1	wheat leaf rust (1-1 BBBD Race 1 2016)	https://genome.ucsc.edu/h/GCA_000151525.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/151/525/GCA_000151525.2/genes/GCA_000151525.2_P_triticina_1_1_V2.augustus.gtf.gz
Gaeumannomyces tritici R3-111a-1	INSDC	GCA_000145635.1	yes	0	513	0	Gaeumannomyces tritici	R3-111a-1	FungiDB	644352	GCF_000145635.1_Gae_graminis_V2	GCA_000145635.1	GCF_000145635.1	True	Gaeumannomyces tritici R3-111a-1	ascomycetes G.tritici R3-111a-1	https://genome.ucsc.edu/h/GCF_000145635.1	
Magnaporthiopsis poae ATCC 64411	INSDC	GCA_000193285.1	yes	0	205	0	Magnaporthiopsis poae	ATCC 64411	FungiDB	644358	GCA_000193285.1_Mag_poae_ATCC_64411_V1	GCA_000193285.1		False	Magnaporthiopsis poae ATCC 64411	ascomycetes M.poae (ATCC 64411 2011)	https://genome.ucsc.edu/h/GCA_000193285.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/193/285/GCA_000193285.1/genes/GCA_000193285.1_Mag_poae_ATCC_64411_V1.augustus.gtf.gz
Colletotrichum graminicola M1.001	INSDC	GCA_000149035.1	yes	0	653	0	Colletotrichum graminicola	M1.001	FungiDB	645133	GCF_000149035.1_C_graminicola_M1_001_V1	GCA_000149035.1	GCF_000149035.1	True	Colletotrichum graminicola M1.001	ascomycetes C.graminicola M1.001	https://genome.ucsc.edu/h/GCF_000149035.1	
Spizellomyces punctatus DAOM BR117	GenBank	GCA_000182565.2	yes	0	38	0	Spizellomyces punctatus	DAOM BR117	FungiDB	645134	GCF_000182565.1_S_punctatus_V1	GCA_000182565.2	GCF_000182565.1	True	Spizellomyces punctatus DAOM BR117	chytrids S.punctatus DAOM BR117	https://genome.ucsc.edu/h/GCF_000182565.1	
Trichophyton tonsurans CBS 112818	INSDC	GCA_000151455.1	yes	0	110	0	Trichophyton tonsurans	CBS 112818	FungiDB	647933	GCA_000151455.1_ASM15145v1	GCA_000151455.1		False	Trichophyton tonsurans CBS 112818	ascomycetes T.tonsurans (CBS 112818 2009)	https://genome.ucsc.edu/h/GCA_000151455.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/151/455/GCA_000151455.1/genes/GCA_000151455.1_ASM15145v1.augustus.gtf.gz
Pseudogymnoascus destructans 20631-21	INSDC	GCA_000184105.1	yes	0	1846	0	Pseudogymnoascus destructans	20631-21	FungiDB	658429	GCF_000184105.1_Geom_destructans_V1	GCA_000184105.1	GCF_000184105.1	True	Pseudogymnoascus destructans 20631-21	ascomycetes P.destructans (20631-21 2010)	https://genome.ucsc.edu/h/GCF_000184105.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/184/105/GCA_000184105.1/genes/GCA_000184105.1_Geom_destructans_V1.augustus.gtf.gz
Giardia Assemblage E isolate P15	GenBank	GCA_000182665.1	no	820	0	0	Giardia Assemblage E	isolate P15	GiardiaDB	658858	GCA_000182665.1_ASM18266v1	GCA_000182665.1		False	Giardia lamblia P15	diplomonads (P15 2010)	https://genome.ucsc.edu/h/GCA_000182665.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/182/665/GCA_000182665.1/genes/GCA_000182665.1_ASM18266v1.augustus.gtf.gz
Fusarium oxysporum f. sp. conglutinans Fo5176	INSDC	GCA_014154955.1	no	0	4	15	Fusarium oxysporum	f. sp. conglutinans Fo5176	FungiDB	100902	GCA_014154955.1_SMRT_HiC_Fo5176	GCA_014154955.1		False	Fusarium oxysporum f. sp. conglutinans	ascomycetes F.oxysporum f. sp. conglutinans (Fo5176 2020)	https://genome.ucsc.edu/h/GCA_014154955.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/014/154/955/GCA_014154955.1/genes/GCA_014154955.1_SMRT_HiC_Fo5176.augustus.gtf.gz
Fusarium oxysporum Fo47	GenBank	GCA_000271705.2	no	0	124	0	Fusarium oxysporum	Fo47	FungiDB	660027	GCA_000271705.2_FO_Fo47_V1	GCA_000271705.2		False	Fusarium oxysporum Fo47	ascomycetes F.oxysporum (Fo47 2014)	https://genome.ucsc.edu/h/GCA_000271705.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/271/705/GCA_000271705.2/genes/GCA_000271705.2_FO_Fo47_V1.augustus.gtf.gz
Fusarium oxysporum NRRL 32931	GenBank	GCA_000271745.2	no	0	168	0	Fusarium oxysporum	NRRL 32931	FungiDB	660029	GCF_000271745.1_FO_FOSC_3_a_V1	GCA_000271745.2	GCF_000271745.1	True	Fusarium oxysporum NRRL 32931	ascomycetes F.oxysporum (NRRL 32931 2014 refseq)	https://genome.ucsc.edu/h/GCF_000271745.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/271/745/GCA_000271745.2/genes/GCA_000271745.2_FO_FOSC_3_a_V1.augustus.gtf.gz
Fusarium vanettenii 77-13-4	INSDC	GCA_000151355.1	yes	0	209	0	Fusarium vanettenii	77-13-4	FungiDB	660122	GCF_000151355.1_v2.0	GCA_000151355.1	GCF_000151355.1	True	Fusarium vanettenii 77-13-4	ascomycetes F.vanettenii 77-13-4	https://genome.ucsc.edu/h/GCF_000151355.1	
Sclerotinia sclerotiorum 1980 UF-70	GenBank	GCA_001857865.1	yes	0	0	16	Sclerotinia sclerotiorum	1980 UF-70	FungiDB	665079	GCA_001857865.1_ASM185786v1	GCA_001857865.1		False	Sclerotinia sclerotiorum 1980 UF-70	ascomycetes S.sclerotiorum UF-70 (1980 2016)	https://genome.ucsc.edu/h/GCA_001857865.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/857/865/GCA_001857865.1/genes/GCA_001857865.1_ASM185786v1.augustus.gtf.gz
Trypanosoma brucei gambiense DAL972	GenBank	GCA_000210295.1	no	0	0	11	Trypanosoma brucei	gambiense DAL972	TriTrypDB	679716	GCF_000210295.1_ASM21029v1	GCA_000210295.1	GCF_000210295.1	True	Trypanosoma brucei gambiense DAL972	Trypanosoma brucei gambiense (Dal972 MHOM/CI/86/DAL972 2009 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000210295.1	
Aspergillus aculeatus ATCC 16872	GenBank	GCA_001890905.1	yes	0	660	0	Aspergillus aculeatus	ATCC 16872	FungiDB	690307	GCF_001890905.1_Aspac1	GCA_001890905.1	GCF_001890905.1	True	Aspergillus aculeatus ATCC 16872	ascomycetes A.aculeatus ATCC 16872	https://genome.ucsc.edu/h/GCF_001890905.1	
Saprolegnia parasitica CBS 223.65	GenBank	GCA_000151545.2	yes	0	1442	0	Saprolegnia parasitica	CBS 223.65	FungiDB	695850	GCF_000151545.1_ASM15154v2	GCA_000151545.2	GCF_000151545.1	True	Saprolegnia parasitica CBS 223.65	oomycetes (CBS 223.65 2014)	https://genome.ucsc.edu/h/GCF_000151545.1	
Naegleria gruberi strain NEG-M	INSDC	GCA_000004985.1	yes	0	784	0	Naegleria gruberi	strain NEG-M	AmoebaDB	5762	GCF_000004985.1_V1.0	GCA_000004985.1	GCF_000004985.1	True	Naegleria gruberi	N.gruberi (NEG-M 2010)	https://genome.ucsc.edu/h/GCF_000004985.1	
Rhizophagus irregularis DAOM 181602=DAOM 197198	GenBank	GCA_020716725.1	yes	0	0	33	Rhizophagus irregularis	DAOM 181602=DAOM 197198	FungiDB	588596	GCA_020716725.1_ASM2071672v1	GCA_020716725.1		False	Rhizophagus irregularis	glomeromycetes (DAOM-197198 2021)	https://genome.ucsc.edu/h/GCA_020716725.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/716/725/GCA_020716725.1/genes/GCA_020716725.1_ASM2071672v1.augustus.gtf.gz
Melampsora larici-populina 98AG31	GenBank	GCA_000204055.1	yes	0	462	0	Melampsora larici-populina	98AG31	FungiDB	747676	GCF_000204055.1_v1.0	GCA_000204055.1	GCF_000204055.1	True	Melampsora larici-populina 98AG31	rust fungi M.larici-populina 98AG31	https://genome.ucsc.edu/h/GCF_000204055.1	
Mucor lusitanicus CBS 277.49	GenBank	GCA_001638945.1	yes	0	21	0	Mucor lusitanicus	CBS 277.49	FungiDB	747725	GCA_001638945.1_Mucci2	GCA_001638945.1		False	Mucor lusitanicus CBS 277.49	fungi M.lusitanicus (CBS 277.49 2016)	https://genome.ucsc.edu/h/GCA_001638945.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/638/945/GCA_001638945.1/genes/GCA_001638945.1_Mucci2.augustus.gtf.gz
Colletotrichum higginsianum IMI 349063	INSDC	GCA_001672515.1	yes	0	14	11	Colletotrichum higginsianum	IMI 349063	FungiDB	759273	GCF_001672515.1_ASM167251v1	GCA_001672515.1	GCF_001672515.1	True	Colletotrichum higginsianum IMI 349063	ascomycetes C.higginsianum IMI 349063	https://genome.ucsc.edu/h/GCF_001672515.1	
Phytophthora parasitica INRA-310	GenBank	GCA_000247585.2	yes	0	708	0	Phytophthora parasitica	INRA-310	FungiDB	761204	GCF_000247585.1_PP_INRA-310_V2	GCA_000247585.2	GCF_000247585.1	True	Phytophthora nicotianae INRA-310	black shank of tobacco agent (INRA-310 2013)	https://genome.ucsc.edu/h/GCF_000247585.1	
Phycomyces blakesleeanus NRRL 1555(-)	GenBank	GCA_001638985.2	yes	0	80	0	Phycomyces blakesleeanus	NRRL 1555(-)	FungiDB	763407	GCF_001638985.1_Phybl2	GCA_001638985.2	GCF_001638985.1	True	Phycomyces blakesleeanus NRRL 1555-	fungi P.blakesleeanus NRRL 1555(-)	https://genome.ucsc.edu/h/GCF_001638985.1	
Phytophthora capsici LT1534	INSDC	GCA_016618375.1	yes	0	782	0	Phytophthora capsici	LT1534	FungiDB	4784	GCA_016618375.1_Pcap_4.1	GCA_016618375.1		False	Phytophthora capsici	downy mildews (LT1534-B 2021)	https://genome.ucsc.edu/h/GCA_016618375.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/016/618/375/GCA_016618375.1/genes/GCA_016618375.1_Pcap_4.1.augustus.gtf.gz
Aspergillus brasiliensis CBS 101740	GenBank	GCA_001889945.1	yes	0	103	0	Aspergillus brasiliensis	CBS 101740	FungiDB	767769	GCA_001889945.1_Aspbr1	GCA_001889945.1	GCF_001889945.1	True	Aspergillus brasiliensis CBS 101740	ascomycetes A.brasiliensis (CBS 101740 2016)	https://genome.ucsc.edu/h/GCA_001889945.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/889/945/GCA_001889945.1/genes/GCA_001889945.1_Aspbr1.augustus.gtf.gz
Aspergillus tubingensis CBS 134.48	GenBank	GCA_001890745.1	yes	0	33	0	Aspergillus tubingensis	CBS 134.48	FungiDB	767770	GCA_001890745.1_Asptu1	GCA_001890745.1		False	Aspergillus tubingensis CBS 134.48	ascomycetes A.tubingensis (CBS 134.48 2016)	https://genome.ucsc.edu/h/GCA_001890745.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/890/745/GCA_001890745.1/genes/GCA_001890745.1_Asptu1.augustus.gtf.gz
Sordaria macrospora k-hell	GenBank	GCF_000182805.3	yes	0	1212	0	Sordaria macrospora	k-hell	FungiDB	771870	GCF_000182805.3_ASM18280v2	GCA_000182805.2	GCF_000182805.3	False	Sordaria macrospora k-hell	ascomycetes S.macrospora (v3 k-hell 2012)	https://genome.ucsc.edu/h/GCF_000182805.3	https://hgdownload.soe.ucsc.edu/hubs/GCF/000/182/805/GCF_000182805.3/genes/GCF_000182805.3_ASM18280v2.ncbiRefSeq.gtf.gz
Cenococcum geophilum 1.58	GenBank	GCA_001692895.1	yes	0	268	0	Cenococcum geophilum	1.58	FungiDB	794803	GCA_001692895.1_Cenococcum_geophilum_1.58_v2.0	GCA_001692895.1	GCF_001692895.1	True	Cenococcum geophilum 1.58	ascomycetes C.geophilum (1.58 2016)	https://genome.ucsc.edu/h/GCA_001692895.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/001/692/895/GCA_001692895.1/genes/GCA_001692895.1_Cenococcum_geophilum_1.58_v2.0.augustus.gtf.gz
Exophiala dermatitidis NIH/UT8656	INSDC	GCA_000230625.1	yes	0	10	0	Exophiala dermatitidis	NIH/UT8656	FungiDB	858893	GCF_000230625.1_Exop_derm_V1	GCA_000230625.1	GCF_000230625.1	True	Exophiala dermatitidis NIH/UT8656	ascomycetes E.dermatitidis NIH/UT8656	https://genome.ucsc.edu/h/GCF_000230625.1	
Leishmania major strain LV39c5	GenBank	GCA_000331345.1	no	0	773	36	Leishmania major	strain LV39c5	TriTrypDB	860569	GCA_000331345.1_Leishmania_major_LV39c5-1.0.1	GCA_000331345.1		False	Leishmania major strain LV39c5	Leishmania major strain (LV39c5 2013)	https://genome.ucsc.edu/h/GCA_000331345.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/331/345/GCA_000331345.1/genes/GCA_000331345.1_Leishmania_major_LV39c5-1.0.1.augustus.gtf.gz
Leishmania major strain SD 75.1	GenBank	GCA_000250755.2	no	0	36	0	Leishmania major	strain SD 75.1	TriTrypDB	860570	GCA_000250755.2_Leishmania_major_SD_75.1-1.1.1	GCA_000250755.2		False	Leishmania major strain SD 75.1	Leishmania major strain (SD 75.1 2012)	https://genome.ucsc.edu/h/GCA_000250755.2	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/250/755/GCA_000250755.2/genes/GCA_000250755.2_Leishmania_major_SD_75.1-1.1.1.augustus.gtf.gz
Theileria orientalis strain Shintoku	GenBank	GCA_000740895.1	yes	0	0	4	Theileria orientalis	strain Shintoku	PiroplasmaDB	869250	GCF_000740895.1_ASM74089v1	GCA_000740895.1	GCF_000740895.1	True	Theileria orientalis strain Shintoku	apicomplexans T.orientalis strain (Shintoku 2012)	https://genome.ucsc.edu/h/GCF_000740895.1	
Encephalitozoon intestinalis ATCC 50506	GenBank	GCA_000146465.1	yes	0	0	11	Encephalitozoon intestinalis	ATCC 50506	MicrosporidiaDB	876142	GCF_000146465.1_ASM14646v1	GCA_000146465.1	GCF_000146465.1	True	Encephalitozoon intestinalis ATCC 50506	microsporidians E.intestinalis ATCC 50506	https://genome.ucsc.edu/h/GCF_000146465.1	
Epichloe festucae Fl1	INSDC	GCA_003814445.1	yes	0	0	7	Epichloe festucae	Fl1	FungiDB	877507	GCA_003814445.1_ASM381444v1	GCA_003814445.1		False	Epichloe festucae Fl1	ascomycetes E.festucae (Fl1 2018)	https://genome.ucsc.edu/h/GCA_003814445.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/003/814/445/GCA_003814445.1/genes/GCA_003814445.1_ASM381444v1.augustus.gtf.gz
Nematocida parisii ERTm1	GenBank	GCA_000250985.1	yes	0	65	0	Nematocida parisii	ERTm1	MicrosporidiaDB	881290	GCF_000250985.1_Nema_parisii_ERTm1_V3	GCA_000250985.1	GCF_000250985.1	True	Nematocida parisii ERTm1	microsporidians N.parisii ERTm1	https://genome.ucsc.edu/h/GCF_000250985.1	
Entamoeba histolytica DS4-868	INSDC	GCA_018466815.1	no	0	1177	0	Entamoeba histolytica	DS4-868	AmoebaDB	885310	GCA_018466815.1_ASM1846681v1	GCA_018466815.1		False	Entamoeba histolytica DS4-868	E.histolytica (DS4-868 2021)	https://genome.ucsc.edu/h/GCA_018466815.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/018/466/815/GCA_018466815.1/genes/GCA_018466815.1_ASM1846681v1.augustus.gtf.gz
Entamoeba histolytica KU27	GenBank	GCA_000338855.1	no	0	1796	0	Entamoeba histolytica	KU27	AmoebaDB	885311	GCA_000338855.1_EHA_ku27_v1	GCA_000338855.1		False	Entamoeba histolytica KU27	E.histolytica (KU27 2013)	https://genome.ucsc.edu/h/GCA_000338855.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/338/855/GCA_000338855.1/genes/GCA_000338855.1_EHA_ku27_v1.augustus.gtf.gz
Entamoeba histolytica KU48	INSDC	GCA_019059535.1	no	0	1168	0	Entamoeba histolytica	KU48	AmoebaDB	885312	GCA_019059535.1_ASM1905953v1	GCA_019059535.1		False	Entamoeba histolytica KU48	E.histolytica (KU48 2021)	https://genome.ucsc.edu/h/GCA_019059535.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/019/059/535/GCA_019059535.1/genes/GCA_019059535.1_ASM1905953v1.augustus.gtf.gz
Entamoeba histolytica KU50	INSDC	GCA_020283535.1	no	0	1063	0	Entamoeba histolytica	KU50	AmoebaDB	885313	GCA_020283535.1_ASM2028353v1	GCA_020283535.1		False	Entamoeba histolytica KU50	E.histolytica (KU50 2021)	https://genome.ucsc.edu/h/GCA_020283535.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/020/283/535/GCA_020283535.1/genes/GCA_020283535.1_ASM2028353v1.augustus.gtf.gz
Entamoeba histolytica HM-3:IMSS	GenBank	GCA_000346345.1	no	0	1880	0	Entamoeba histolytica	HM-3:IMSS	AmoebaDB	885315	GCA_000346345.1_EHA.strHM3_v1	GCA_000346345.1		False	Entamoeba histolytica HM-3:IMSS	E.histolytica (HM-3:IMSS 2013)	https://genome.ucsc.edu/h/GCA_000346345.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/346/345/GCA_000346345.1/genes/GCA_000346345.1_EHA.strHM3_v1.augustus.gtf.gz
Entamoeba histolytica HM-1:IMSS-A	GenBank	GCA_000365475.1	no	0	1685	0	Entamoeba histolytica	HM-1:IMSS-A	AmoebaDB	885318	GCA_000365475.1_EHA_CA_v1	GCA_000365475.1		False	Entamoeba histolytica HM-1:IMSS-A	E.histolytica (HM-1:IMSS-A 2013)	https://genome.ucsc.edu/h/GCA_000365475.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/365/475/GCA_000365475.1/genes/GCA_000365475.1_EHA_CA_v1.augustus.gtf.gz
Entamoeba histolytica HM-1:IMSS-B	GenBank	GCA_000344925.1	no	0	1938	0	Entamoeba histolytica	HM-1:IMSS-B	AmoebaDB	885319	GCA_000344925.1_EHA_CB_v1	GCA_000344925.1		False	Entamoeba histolytica HM-1:IMSS-B	E.histolytica (HM-1:IMSS-B 2013)	https://genome.ucsc.edu/h/GCA_000344925.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/344/925/GCA_000344925.1/genes/GCA_000344925.1_EHA_CB_v1.augustus.gtf.gz
Encephalitozoon hellem ATCC 50504	GenBank	GCA_000277815.3	yes	0	0	12	Encephalitozoon hellem	ATCC 50504	MicrosporidiaDB	907965	GCF_000277815.2_ASM27781v3	GCA_000277815.3	GCF_000277815.2	True	Encephalitozoon hellem ATCC 50504	microsporidians E.hellem ATCC 50504	https://genome.ucsc.edu/h/GCF_000277815.2	
Trypanosoma cruzi JR cl. 4	GenBank	GCA_000331405.1	no	14752	560	0	Trypanosoma cruzi	JR cl. 4	TriTrypDB	914063	GCA_000331405.1_Trypanosoma_cruzi_JR_cl4-1.1.4	GCA_000331405.1		False	Trypanosoma cruzi JR cl. 4	Trypanosoma cruzi (JR cl. 4 2013)	https://genome.ucsc.edu/h/GCA_000331405.1	https://hgdownload.soe.ucsc.edu/hubs/GCA/000/331/405/GCA_000331405.1/genes/GCA_000331405.1_Trypanosoma_cruzi_JR_cl4-1.1.4.augustus.gtf.gz
